"year","ccode","id","age","housing_costs","earnings","benefits","employment_status","skill_level"
2017,"E06000008",2090,41,0.0,0.0,0.0,0,2
2018,"E06000008",2090,42,0.0,0.0,0.0,0,2
2016,"E06000008",2091,40,0.0,0.0,0.0,0,4
2017,"E06000008",2091,41,0.0,0.0,0.0,0,4
2016,"E06000008",2094,40,0.0,0.0,0.0,0,5
2017,"E06000008",2094,41,0.0,0.0,0.0,0,5
2016,"E06000008",2095,40,0.0,0.0,0.0,0,3
2017,"E06000008",2095,41,0.0,0.0,0.0,0,3
2016,"E06000008",2096,40,0.0,0.0,0.0,0,3
2017,"E06000008",2096,41,0.0,0.0,0.0,0,3
2018,"E06000008",2096,42,0.0,0.0,0.0,0,3
2017,"E06000008",2100,40,0.0,0.0,0.0,0,5
2018,"E06000008",2100,41,0.0,0.0,0.0,0,5
2017,"E06000008",2101,40,0.0,0.0,0.0,0,3
2018,"E06000008",2101,41,0.0,0.0,0.0,0,3
2017,"E06000008",2102,40,0.0,0.0,0.0,0,3
2018,"E06000008",2102,41,0.0,0.0,0.0,0,3
2017,"E06000008",2104,40,0.0,0.0,0.0,0,2
2018,"E06000008",2104,41,0.0,0.0,0.0,0,2
2019,"E06000008",2104,42,0.0,0.0,0.0,0,2
2017,"E06000008",2107,40,0.0,0.0,0.0,0,3
2018,"E06000008",2107,41,0.0,0.0,0.0,0,3
2017,"E06000008",2108,40,0.0,0.0,0.0,0,4
2018,"E06000008",2108,41,0.0,0.0,0.0,0,4
2018,"E06000008",2109,40,0.0,0.0,0.0,0,5
2018,"E06000008",2111,40,0.0,0.0,0.0,0,3
2018,"E06000008",2112,40,0.0,0.0,0.0,0,4
2019,"E06000008",2112,41,0.0,0.0,0.0,0,4
2018,"E06000008",2113,40,0.0,0.0,0.0,0,3
2018,"E06000008",2118,40,0.0,0.0,0.0,0,2
2018,"E06000008",2119,40,0.0,0.0,0.0,0,3
2019,"E06000008",2119,41,0.0,0.0,0.0,0,3
2020,"E06000008",2119,42,0.0,0.0,0.0,0,3
2019,"E06000008",2124,40,0.0,0.0,0.0,0,3
2020,"E06000008",2124,41,0.0,0.0,0.0,0,3
2019,"E06000008",2125,40,0.0,0.0,0.0,0,2
2020,"E06000008",2125,41,0.0,0.0,0.0,0,2
2019,"E06000008",2126,40,0.0,0.0,0.0,0,5
2020,"E06000008",2126,41,0.0,0.0,0.0,0,5
2021,"E06000008",2126,42,0.0,0.0,0.0,0,5
2019,"E06000008",2127,40,0.0,0.0,0.0,0,3
2019,"E06000008",2128,40,0.0,0.0,0.0,0,4
2020,"E06000008",2128,41,0.0,0.0,0.0,0,4
2019,"E06000008",2129,40,0.0,0.0,0.0,0,4
2020,"E06000008",2129,41,0.0,0.0,0.0,0,4
2021,"E06000008",2129,42,0.0,0.0,0.0,0,4
2019,"E06000008",2130,40,0.0,0.0,0.0,0,3
2020,"E06000008",2130,41,0.0,0.0,0.0,0,3
2020,"E06000008",2131,40,0.0,0.0,0.0,0,2
2021,"E06000008",2131,41,0.0,0.0,0.0,0,2
2020,"E06000008",2135,40,0.0,0.0,0.0,0,5
2021,"E06000008",2135,41,0.0,0.0,0.0,0,5
2020,"E06000008",2137,40,0.0,0.0,0.0,0,5
2020,"E06000008",2138,40,0.0,0.0,0.0,0,3
2021,"E06000008",2138,41,0.0,0.0,0.0,0,3
2022,"E06000008",2138,42,0.0,0.0,0.0,0,3
2020,"E06000008",2139,40,0.0,0.0,0.0,0,3
2021,"E06000008",2139,41,0.0,0.0,0.0,0,3
2020,"E06000008",2140,40,0.0,0.0,0.0,0,2
2021,"E06000008",2140,41,0.0,0.0,0.0,0,2
2022,"E06000008",2140,42,0.0,0.0,0.0,0,2
2021,"E06000008",2142,40,0.0,0.0,0.0,0,1
2022,"E06000008",2142,41,0.0,0.0,0.0,0,1
2023,"E06000008",2142,42,0.0,0.0,0.0,0,1
2021,"E06000008",2144,40,0.0,0.0,0.0,0,2
2022,"E06000008",2144,41,0.0,0.0,0.0,0,2
2023,"E06000008",2144,42,0.0,0.0,0.0,0,2
2021,"E06000008",2145,40,0.0,0.0,0.0,0,2
2022,"E06000008",2145,41,0.0,0.0,0.0,0,2
2021,"E06000008",2146,40,0.0,0.0,0.0,0,2
2022,"E06000008",2146,41,0.0,0.0,0.0,0,2
2023,"E06000008",2146,42,0.0,0.0,0.0,0,2
2021,"E06000008",2148,40,0.0,0.0,0.0,0,4
2021,"E06000008",2149,40,0.0,0.0,0.0,0,3
2022,"E06000008",2149,41,0.0,0.0,0.0,0,3
2021,"E06000008",2150,40,0.0,0.0,0.0,0,2
2022,"E06000008",2150,41,0.0,0.0,0.0,0,2
2021,"E06000008",2152,40,0.0,0.0,0.0,0,5
2022,"E06000008",2153,40,0.0,0.0,0.0,0,3
2022,"E06000008",2154,40,0.0,0.0,0.0,0,4
2023,"E06000008",2154,41,0.0,0.0,0.0,0,4
2022,"E06000008",2156,40,0.0,0.0,0.0,0,2
2023,"E06000008",2156,41,0.0,0.0,0.0,0,2
2022,"E06000008",2158,40,0.0,0.0,0.0,0,2
2022,"E06000008",2159,40,0.0,0.0,0.0,0,2
2023,"E06000008",2159,41,0.0,0.0,0.0,0,2
2022,"E06000008",2160,40,0.0,0.0,0.0,0,2
2023,"E06000008",2160,41,0.0,0.0,0.0,0,2
2024,"E06000008",2160,42,0.0,0.0,0.0,0,2
2023,"E06000008",2165,40,0.0,0.0,0.0,0,2
2024,"E06000008",2165,41,0.0,0.0,0.0,0,2
2025,"E06000008",2165,42,0.0,0.0,0.0,0,2
2023,"E06000008",2168,40,0.0,0.0,0.0,0,2
2023,"E06000008",2169,40,0.0,0.0,0.0,0,3
2023,"E06000008",2170,40,0.0,0.0,0.0,0,1
2024,"E06000008",2170,41,0.0,0.0,0.0,0,1
2025,"E06000008",2170,42,0.0,0.0,0.0,0,1
2023,"E06000008",2171,40,0.0,0.0,0.0,0,1
2024,"E06000008",2171,41,0.0,0.0,0.0,0,1
2025,"E06000008",2171,42,0.0,0.0,0.0,0,1
2023,"E06000008",2173,40,0.0,0.0,0.0,0,2
2024,"E06000008",2173,41,0.0,0.0,0.0,0,2
2024,"E06000008",2175,40,0.0,0.0,0.0,0,1
2025,"E06000008",2175,41,0.0,0.0,0.0,0,1
2026,"E06000008",2175,42,0.0,0.0,0.0,0,1
2024,"E06000008",2177,40,0.0,0.0,0.0,0,3
2025,"E06000008",2177,41,0.0,0.0,0.0,0,3
2024,"E06000008",2178,40,0.0,0.0,0.0,0,4
2025,"E06000008",2178,41,0.0,0.0,0.0,0,4
2024,"E06000008",2179,40,0.0,0.0,0.0,0,3
2024,"E06000008",2180,40,0.0,0.0,0.0,0,5
2025,"E06000008",2180,41,0.0,0.0,0.0,0,5
2026,"E06000008",2180,42,0.0,0.0,0.0,0,5
2024,"E06000008",2183,40,0.0,0.0,0.0,0,3
2025,"E06000008",2183,41,0.0,0.0,0.0,0,3
2026,"E06000008",2183,42,0.0,0.0,0.0,0,3
2024,"E06000008",2185,40,0.0,0.0,0.0,0,2
2025,"E06000008",2185,41,0.0,0.0,0.0,0,2
2025,"E06000008",2186,40,0.0,0.0,0.0,0,2
2026,"E06000008",2186,41,0.0,0.0,0.0,0,2
2025,"E06000008",2189,40,0.0,0.0,0.0,0,4
2026,"E06000008",2189,41,0.0,0.0,0.0,0,4
2025,"E06000008",2191,40,0.0,0.0,0.0,0,3
2025,"E06000008",2194,40,0.0,0.0,0.0,0,2
2026,"E06000008",2194,41,0.0,0.0,0.0,0,2
2025,"E06000008",2195,40,0.0,0.0,0.0,0,3
2026,"E06000008",2195,41,0.0,0.0,0.0,0,3
2015,"E06000009",2198,40,0.0,0.0,0.0,0,3
2015,"E06000009",2200,40,0.0,0.0,0.0,0,3
2016,"E06000009",2200,41,0.0,0.0,0.0,0,3
2017,"E06000009",2200,42,0.0,0.0,0.0,0,3
2015,"E06000009",2201,40,0.0,0.0,0.0,0,3
2016,"E06000009",2201,41,0.0,0.0,0.0,0,3
2015,"E06000009",2202,40,0.0,0.0,0.0,0,1
2016,"E06000009",2202,41,0.0,0.0,0.0,0,1
2015,"E06000009",2205,40,0.0,0.0,0.0,0,1
2016,"E06000009",2205,41,0.0,0.0,0.0,0,1
2017,"E06000009",2205,42,0.0,0.0,0.0,0,1
2015,"E06000009",2207,40,0.0,0.0,0.0,0,2
2016,"E06000009",2207,41,0.0,0.0,0.0,0,2
2015,"E06000009",2210,40,0.0,0.0,0.0,0,2
2016,"E06000009",2210,41,0.0,0.0,0.0,0,2
2015,"E06000009",2212,40,0.0,0.0,0.0,0,1
2016,"E06000009",2212,41,0.0,0.0,0.0,0,1
2015,"E06000009",2213,40,0.0,0.0,0.0,0,1
2016,"E06000009",2213,41,0.0,0.0,0.0,0,1
2015,"E06000009",2214,40,0.0,0.0,0.0,0,4
2016,"E06000009",2214,41,0.0,0.0,0.0,0,4
2016,"E06000009",2217,40,0.0,0.0,0.0,0,4
2017,"E06000009",2217,41,0.0,0.0,0.0,0,4
2016,"E06000009",2221,40,0.0,0.0,0.0,0,1
2017,"E06000009",2221,41,0.0,0.0,0.0,0,1
2016,"E06000009",2227,40,0.0,0.0,0.0,0,2
2016,"E06000009",2228,40,0.0,0.0,0.0,0,2
2017,"E06000009",2228,41,0.0,0.0,0.0,0,2
2018,"E06000009",2228,42,0.0,0.0,0.0,0,2
2016,"E06000009",2229,40,0.0,0.0,0.0,0,3
2017,"E06000009",2229,41,0.0,0.0,0.0,0,3
2016,"E06000009",2231,40,0.0,0.0,0.0,0,2
2017,"E06000009",2231,41,0.0,0.0,0.0,0,2
2017,"E06000009",2233,40,0.0,0.0,0.0,0,4
2017,"E06000009",2237,40,0.0,0.0,0.0,0,2
2018,"E06000009",2237,41,0.0,0.0,0.0,0,2
2019,"E06000009",2237,42,0.0,0.0,0.0,0,2
2017,"E06000009",2240,40,0.0,0.0,0.0,0,4
2018,"E06000009",2240,41,0.0,0.0,0.0,0,4
2017,"E06000009",2242,40,0.0,0.0,0.0,0,3
2018,"E06000009",2242,41,0.0,0.0,0.0,0,3
2017,"E06000009",2245,40,0.0,0.0,0.0,0,5
2018,"E06000009",2245,41,0.0,0.0,0.0,0,5
2019,"E06000009",2245,42,0.0,0.0,0.0,0,5
2017,"E06000009",2246,40,0.0,0.0,0.0,0,1
2018,"E06000009",2246,41,0.0,0.0,0.0,0,1
2017,"E06000009",2247,40,0.0,0.0,0.0,0,2
2017,"E06000009",2248,40,0.0,0.0,0.0,0,5
2018,"E06000009",2248,41,0.0,0.0,0.0,0,5
2019,"E06000009",2248,42,0.0,0.0,0.0,0,5
2017,"E06000009",2249,40,0.0,0.0,0.0,0,5
2018,"E06000009",2252,40,0.0,0.0,0.0,0,3
2019,"E06000009",2252,41,0.0,0.0,0.0,0,3
2018,"E06000009",2254,40,0.0,0.0,0.0,0,3
2019,"E06000009",2254,41,0.0,0.0,0.0,0,3
2018,"E06000009",2255,40,0.0,0.0,0.0,0,1
2019,"E06000009",2255,41,0.0,0.0,0.0,0,1
2018,"E06000009",2256,40,0.0,0.0,0.0,0,3
2018,"E06000009",2257,40,0.0,0.0,0.0,0,4
2019,"E06000009",2257,41,0.0,0.0,0.0,0,4
2018,"E06000009",2258,40,0.0,0.0,0.0,0,3
2019,"E06000009",2258,41,0.0,0.0,0.0,0,3
2018,"E06000009",2261,40,0.0,0.0,0.0,0,2
2019,"E06000009",2261,41,0.0,0.0,0.0,0,2
2020,"E06000009",2261,42,0.0,0.0,0.0,0,2
2018,"E06000009",2264,40,0.0,0.0,0.0,0,2
2019,"E06000009",2264,41,0.0,0.0,0.0,0,2
2020,"E06000009",2264,42,0.0,0.0,0.0,0,2
2018,"E06000009",2265,40,0.0,0.0,0.0,0,1
2019,"E06000009",2265,41,0.0,0.0,0.0,0,1
2018,"E06000009",2266,40,0.0,0.0,0.0,0,3
2019,"E06000009",2266,41,0.0,0.0,0.0,0,3
2019,"E06000009",2270,40,0.0,0.0,0.0,0,3
2020,"E06000009",2270,41,0.0,0.0,0.0,0,3
2019,"E06000009",2271,40,0.0,0.0,0.0,0,3
2020,"E06000009",2271,41,0.0,0.0,0.0,0,3
2021,"E06000009",2271,42,0.0,0.0,0.0,0,3
2019,"E06000009",2272,40,0.0,0.0,0.0,0,2
2020,"E06000009",2272,41,0.0,0.0,0.0,0,2
2019,"E06000009",2274,40,0.0,0.0,0.0,0,2
2020,"E06000009",2274,41,0.0,0.0,0.0,0,2
2019,"E06000009",2276,40,0.0,0.0,0.0,0,2
2020,"E06000009",2276,41,0.0,0.0,0.0,0,2
2019,"E06000009",2277,40,0.0,0.0,0.0,0,3
2020,"E06000009",2277,41,0.0,0.0,0.0,0,3
2021,"E06000009",2277,42,0.0,0.0,0.0,0,3
2019,"E06000009",2278,40,0.0,0.0,0.0,0,2
2020,"E06000009",2278,41,0.0,0.0,0.0,0,2
2019,"E06000009",2280,40,0.0,0.0,0.0,0,2
2019,"E06000009",2281,40,0.0,0.0,0.0,0,4
2020,"E06000009",2281,41,0.0,0.0,0.0,0,4
2019,"E06000009",2283,40,0.0,0.0,0.0,0,2
2020,"E06000009",2283,41,0.0,0.0,0.0,0,2
2021,"E06000009",2283,42,0.0,0.0,0.0,0,2
2019,"E06000009",2285,40,0.0,0.0,0.0,0,3
2020,"E06000009",2285,41,0.0,0.0,0.0,0,3
2021,"E06000009",2285,42,0.0,0.0,0.0,0,3
2020,"E06000009",2287,40,0.0,0.0,0.0,0,1
2021,"E06000009",2287,41,0.0,0.0,0.0,0,1
2020,"E06000009",2288,40,0.0,0.0,0.0,0,2
2020,"E06000009",2289,40,0.0,0.0,0.0,0,1
2021,"E06000009",2289,41,0.0,0.0,0.0,0,1
2022,"E06000009",2289,42,0.0,0.0,0.0,0,1
2020,"E06000009",2290,40,0.0,0.0,0.0,0,2
2021,"E06000009",2290,41,0.0,0.0,0.0,0,2
2020,"E06000009",2292,40,0.0,0.0,0.0,0,2
2021,"E06000009",2292,41,0.0,0.0,0.0,0,2
2022,"E06000009",2292,42,0.0,0.0,0.0,0,2
2020,"E06000009",2295,40,0.0,0.0,0.0,0,5
2021,"E06000009",2295,41,0.0,0.0,0.0,0,5
2020,"E06000009",2297,40,0.0,0.0,0.0,0,3
2021,"E06000009",2297,41,0.0,0.0,0.0,0,3
2020,"E06000009",2299,40,0.0,0.0,0.0,0,1
2021,"E06000009",2299,41,0.0,0.0,0.0,0,1
2022,"E06000009",2299,42,0.0,0.0,0.0,0,1
2020,"E06000009",2300,40,0.0,0.0,0.0,0,1
2021,"E06000009",2300,41,0.0,0.0,0.0,0,1
2022,"E06000009",2300,42,0.0,0.0,0.0,0,1
2020,"E06000009",2302,40,0.0,0.0,0.0,0,3
2021,"E06000009",2302,41,0.0,0.0,0.0,0,3
2021,"E06000009",2305,40,0.0,0.0,0.0,0,2
2022,"E06000009",2305,41,0.0,0.0,0.0,0,2
2023,"E06000009",2305,42,0.0,0.0,0.0,0,2
2021,"E06000009",2307,40,0.0,0.0,0.0,0,4
2022,"E06000009",2307,41,0.0,0.0,0.0,0,4
2021,"E06000009",2308,40,0.0,0.0,0.0,0,3
2022,"E06000009",2308,41,0.0,0.0,0.0,0,3
2021,"E06000009",2316,40,0.0,0.0,0.0,0,4
2021,"E06000009",2317,40,0.0,0.0,0.0,0,3
2022,"E06000009",2317,41,0.0,0.0,0.0,0,3
2023,"E06000009",2317,42,0.0,0.0,0.0,0,3
2021,"E06000009",2319,40,0.0,0.0,0.0,0,4
2021,"E06000009",2321,40,0.0,0.0,0.0,0,1
2022,"E06000009",2321,41,0.0,0.0,0.0,0,1
2021,"E06000009",2322,40,0.0,0.0,0.0,0,4
2022,"E06000009",2322,41,0.0,0.0,0.0,0,4
2022,"E06000009",2323,40,0.0,0.0,0.0,0,2
2022,"E06000009",2325,40,0.0,0.0,0.0,0,2
2022,"E06000009",2328,40,0.0,0.0,0.0,0,5
2023,"E06000009",2328,41,0.0,0.0,0.0,0,5
2022,"E06000009",2329,40,0.0,0.0,0.0,0,3
2023,"E06000009",2329,41,0.0,0.0,0.0,0,3
2024,"E06000009",2329,42,0.0,0.0,0.0,0,3
2022,"E06000009",2330,40,0.0,0.0,0.0,0,2
2023,"E06000009",2330,41,0.0,0.0,0.0,0,2
2024,"E06000009",2330,42,0.0,0.0,0.0,0,2
2022,"E06000009",2331,40,0.0,0.0,0.0,0,3
2023,"E06000009",2331,41,0.0,0.0,0.0,0,3
2022,"E06000009",2332,40,0.0,0.0,0.0,0,4
2023,"E06000009",2332,41,0.0,0.0,0.0,0,4
2024,"E06000009",2332,42,0.0,0.0,0.0,0,4
2022,"E06000009",2334,40,0.0,0.0,0.0,0,5
2023,"E06000009",2334,41,0.0,0.0,0.0,0,5
2024,"E06000009",2334,42,0.0,0.0,0.0,0,5
2022,"E06000009",2336,40,0.0,0.0,0.0,0,2
2023,"E06000009",2336,41,0.0,0.0,0.0,0,2
2022,"E06000009",2337,40,0.0,0.0,0.0,0,2
2023,"E06000009",2337,41,0.0,0.0,0.0,0,2
2022,"E06000009",2339,40,0.0,0.0,0.0,0,2
2023,"E06000009",2339,41,0.0,0.0,0.0,0,2
2022,"E06000009",2341,40,0.0,0.0,0.0,0,2
2023,"E06000009",2341,41,0.0,0.0,0.0,0,2
2023,"E06000009",2342,40,0.0,0.0,0.0,0,5
2024,"E06000009",2342,41,0.0,0.0,0.0,0,5
2023,"E06000009",2343,40,0.0,0.0,0.0,0,2
2024,"E06000009",2343,41,0.0,0.0,0.0,0,2
2025,"E06000009",2343,42,0.0,0.0,0.0,0,2
2023,"E06000009",2344,40,0.0,0.0,0.0,0,2
2024,"E06000009",2344,41,0.0,0.0,0.0,0,2
2025,"E06000009",2344,42,0.0,0.0,0.0,0,2
2023,"E06000009",2346,40,0.0,0.0,0.0,0,3
2024,"E06000009",2346,41,0.0,0.0,0.0,0,3
2025,"E06000009",2346,42,0.0,0.0,0.0,0,3
2023,"E06000009",2347,40,0.0,0.0,0.0,0,1
2023,"E06000009",2348,40,0.0,0.0,0.0,0,3
2024,"E06000009",2348,41,0.0,0.0,0.0,0,3
2023,"E06000009",2350,40,0.0,0.0,0.0,0,3
2023,"E06000009",2351,40,0.0,0.0,0.0,0,4
2024,"E06000009",2351,41,0.0,0.0,0.0,0,4
2025,"E06000009",2351,42,0.0,0.0,0.0,0,4
2023,"E06000009",2352,40,0.0,0.0,0.0,0,3
2024,"E06000009",2352,41,0.0,0.0,0.0,0,3
2023,"E06000009",2354,40,0.0,0.0,0.0,0,2
2023,"E06000009",2356,40,0.0,0.0,0.0,0,5
2024,"E06000009",2356,41,0.0,0.0,0.0,0,5
2023,"E06000009",2359,40,0.0,0.0,0.0,0,2
2024,"E06000009",2359,41,0.0,0.0,0.0,0,2
2024,"E06000009",2361,40,0.0,0.0,0.0,0,2
2025,"E06000009",2361,41,0.0,0.0,0.0,0,2
2024,"E06000009",2362,40,0.0,0.0,0.0,0,1
2025,"E06000009",2362,41,0.0,0.0,0.0,0,1
2024,"E06000009",2363,40,0.0,0.0,0.0,0,2
2024,"E06000009",2366,40,0.0,0.0,0.0,0,2
2025,"E06000009",2366,41,0.0,0.0,0.0,0,2
2024,"E06000009",2368,40,0.0,0.0,0.0,0,2
2025,"E06000009",2368,41,0.0,0.0,0.0,0,2
2026,"E06000009",2368,42,0.0,0.0,0.0,0,2
2024,"E06000009",2369,40,0.0,0.0,0.0,0,3
2025,"E06000009",2369,41,0.0,0.0,0.0,0,3
2024,"E06000009",2372,40,0.0,0.0,0.0,0,2
2025,"E06000009",2372,41,0.0,0.0,0.0,0,2
2024,"E06000009",2373,40,0.0,0.0,0.0,0,5
2025,"E06000009",2373,41,0.0,0.0,0.0,0,5
2026,"E06000009",2373,42,0.0,0.0,0.0,0,5
2024,"E06000009",2375,40,0.0,0.0,0.0,0,5
2025,"E06000009",2375,41,0.0,0.0,0.0,0,5
2024,"E06000009",2376,40,0.0,0.0,0.0,0,2
2025,"E06000009",2376,41,0.0,0.0,0.0,0,2
2024,"E06000009",2377,40,0.0,0.0,0.0,0,1
2025,"E06000009",2377,41,0.0,0.0,0.0,0,1
2024,"E06000009",2378,40,0.0,0.0,0.0,0,1
2025,"E06000009",2378,41,0.0,0.0,0.0,0,1
2026,"E06000009",2378,42,0.0,0.0,0.0,0,1
2024,"E06000009",2379,40,0.0,0.0,0.0,0,2
2025,"E06000009",2380,40,0.0,0.0,0.0,0,5
2026,"E06000009",2380,41,0.0,0.0,0.0,0,5
2025,"E06000009",2383,40,0.0,0.0,0.0,0,2
2026,"E06000009",2383,41,0.0,0.0,0.0,0,2
2025,"E06000009",2384,40,0.0,0.0,0.0,0,5
2026,"E06000009",2384,41,0.0,0.0,0.0,0,5
2027,"E06000009",2384,42,0.0,0.0,0.0,0,5
2025,"E06000009",2387,40,0.0,0.0,0.0,0,2
2026,"E06000009",2387,41,0.0,0.0,0.0,0,2
2025,"E06000009",2388,40,0.0,0.0,0.0,0,2
2026,"E06000009",2388,41,0.0,0.0,0.0,0,2
2025,"E06000009",2389,40,0.0,0.0,0.0,0,2
2025,"E06000009",2390,40,0.0,0.0,0.0,0,3
2025,"E06000009",2391,40,0.0,0.0,0.0,0,3
2026,"E06000009",2391,41,0.0,0.0,0.0,0,3
2027,"E06000009",2391,42,0.0,0.0,0.0,0,3
2025,"E06000009",2392,40,0.0,0.0,0.0,0,2
2026,"E06000009",2392,41,0.0,0.0,0.0,0,2
2025,"E06000009",2393,40,0.0,0.0,0.0,0,3
2026,"E06000009",2393,41,0.0,0.0,0.0,0,3
2027,"E06000009",2393,42,0.0,0.0,0.0,0,3
2025,"E06000009",2394,40,0.0,0.0,0.0,0,4
2026,"E06000009",2394,41,0.0,0.0,0.0,0,4
2025,"E06000009",2395,40,0.0,0.0,0.0,0,2
2025,"E06000009",2396,40,0.0,0.0,0.0,0,3
2026,"E06000009",2396,41,0.0,0.0,0.0,0,3
2025,"E06000009",2397,40,0.0,0.0,0.0,0,2
2015,"E08000001",2399,40,0.0,0.0,0.0,0,4
2016,"E08000001",2399,41,0.0,0.0,0.0,0,4
2015,"E08000001",2400,40,0.0,0.0,0.0,0,1
2015,"E08000001",2401,40,0.0,0.0,0.0,0,5
2015,"E08000001",2402,40,0.0,0.0,0.0,0,4
2016,"E08000001",2402,41,0.0,0.0,0.0,0,4
2017,"E08000001",2402,42,0.0,0.0,0.0,0,4
2015,"E08000001",2404,40,0.0,0.0,0.0,0,2
2016,"E08000001",2404,41,0.0,0.0,0.0,0,2
2017,"E08000001",2404,42,0.0,0.0,0.0,0,2
2015,"E08000001",2405,40,0.0,0.0,0.0,0,2
2016,"E08000001",2405,41,0.0,0.0,0.0,0,2
2015,"E08000001",2406,40,0.0,0.0,0.0,0,2
2015,"E08000001",2407,40,0.0,0.0,0.0,0,3
2016,"E08000001",2407,41,0.0,0.0,0.0,0,3
2017,"E08000001",2407,42,0.0,0.0,0.0,0,3
2015,"E08000001",2408,40,0.0,0.0,0.0,0,5
2016,"E08000001",2408,41,0.0,0.0,0.0,0,5
2017,"E08000001",2408,42,0.0,0.0,0.0,0,5
2015,"E08000001",2409,40,0.0,0.0,0.0,0,3
2016,"E08000001",2409,41,0.0,0.0,0.0,0,3
2015,"E08000001",2411,40,0.0,0.0,0.0,0,5
2016,"E08000001",2411,41,0.0,0.0,0.0,0,5
2015,"E08000001",2413,40,0.0,0.0,0.0,0,5
2015,"E08000001",2414,40,0.0,0.0,0.0,0,3
2016,"E08000001",2414,41,0.0,0.0,0.0,0,3
2017,"E08000001",2414,42,0.0,0.0,0.0,0,3
2015,"E08000001",2415,40,0.0,0.0,0.0,0,2
2015,"E08000001",2417,40,0.0,0.0,0.0,0,1
2015,"E08000001",2419,40,0.0,0.0,0.0,0,3
2015,"E08000001",2421,40,0.0,0.0,0.0,0,3
2016,"E08000001",2421,41,0.0,0.0,0.0,0,3
2016,"E08000001",2422,40,0.0,0.0,0.0,0,2
2016,"E08000001",2423,40,0.0,0.0,0.0,0,5
2016,"E08000001",2424,40,0.0,0.0,0.0,0,4
2017,"E08000001",2424,41,0.0,0.0,0.0,0,4
2016,"E08000001",2425,40,0.0,0.0,0.0,0,5
2017,"E08000001",2425,41,0.0,0.0,0.0,0,5
2018,"E08000001",2425,42,0.0,0.0,0.0,0,5
2016,"E08000001",2426,40,0.0,0.0,0.0,0,2
2017,"E08000001",2426,41,0.0,0.0,0.0,0,2
2016,"E08000001",2427,40,0.0,0.0,0.0,0,4
2017,"E08000001",2427,41,0.0,0.0,0.0,0,4
2018,"E08000001",2427,42,0.0,0.0,0.0,0,4
2016,"E08000001",2428,40,0.0,0.0,0.0,0,3
2017,"E08000001",2428,41,0.0,0.0,0.0,0,3
2016,"E08000001",2430,40,0.0,0.0,0.0,0,1
2017,"E08000001",2430,41,0.0,0.0,0.0,0,1
2018,"E08000001",2430,42,0.0,0.0,0.0,0,1
2016,"E08000001",2431,40,0.0,0.0,0.0,0,1
2017,"E08000001",2431,41,0.0,0.0,0.0,0,1
2018,"E08000001",2431,42,0.0,0.0,0.0,0,1
2016,"E08000001",2433,40,0.0,0.0,0.0,0,3
2016,"E08000001",2435,40,0.0,0.0,0.0,0,3
2017,"E08000001",2435,41,0.0,0.0,0.0,0,3
2018,"E08000001",2435,42,0.0,0.0,0.0,0,3
2016,"E08000001",2437,40,0.0,0.0,0.0,0,2
2017,"E08000001",2437,41,0.0,0.0,0.0,0,2
2016,"E08000001",2438,40,0.0,0.0,0.0,0,5
2016,"E08000001",2440,40,0.0,0.0,0.0,0,2
2017,"E08000001",2440,41,0.0,0.0,0.0,0,2
2018,"E08000001",2440,42,0.0,0.0,0.0,0,2
2016,"E08000001",2443,40,0.0,0.0,0.0,0,4
2017,"E08000001",2443,41,0.0,0.0,0.0,0,4
2017,"E08000001",2446,40,0.0,0.0,0.0,0,5
2018,"E08000001",2446,41,0.0,0.0,0.0,0,5
2017,"E08000001",2447,40,0.0,0.0,0.0,0,5
2018,"E08000001",2447,41,0.0,0.0,0.0,0,5
2017,"E08000001",2449,40,0.0,0.0,0.0,0,4
2017,"E08000001",2450,40,0.0,0.0,0.0,0,5
2018,"E08000001",2450,41,0.0,0.0,0.0,0,5
2017,"E08000001",2452,40,0.0,0.0,0.0,0,2
2018,"E08000001",2452,41,0.0,0.0,0.0,0,2
2019,"E08000001",2452,42,0.0,0.0,0.0,0,2
2017,"E08000001",2454,40,0.0,0.0,0.0,0,3
2018,"E08000001",2454,41,0.0,0.0,0.0,0,3
2017,"E08000001",2458,40,0.0,0.0,0.0,0,4
2018,"E08000001",2458,41,0.0,0.0,0.0,0,4
2017,"E08000001",2459,40,0.0,0.0,0.0,0,4
2018,"E08000001",2459,41,0.0,0.0,0.0,0,4
2017,"E08000001",2460,40,0.0,0.0,0.0,0,2
2018,"E08000001",2460,41,0.0,0.0,0.0,0,2
2017,"E08000001",2461,40,0.0,0.0,0.0,0,5
2018,"E08000001",2461,41,0.0,0.0,0.0,0,5
2017,"E08000001",2463,40,0.0,0.0,0.0,0,2
2018,"E08000001",2463,41,0.0,0.0,0.0,0,2
2019,"E08000001",2463,42,0.0,0.0,0.0,0,2
2017,"E08000001",2465,40,0.0,0.0,0.0,0,1
2017,"E08000001",2466,40,0.0,0.0,0.0,0,1
2017,"E08000001",2467,40,0.0,0.0,0.0,0,2
2018,"E08000001",2467,41,0.0,0.0,0.0,0,2
2018,"E08000001",2468,40,0.0,0.0,0.0,0,1
2019,"E08000001",2468,41,0.0,0.0,0.0,0,1
2018,"E08000001",2469,40,0.0,0.0,0.0,0,2
2019,"E08000001",2469,41,0.0,0.0,0.0,0,2
2018,"E08000001",2470,40,0.0,0.0,0.0,0,4
2019,"E08000001",2470,41,0.0,0.0,0.0,0,4
