"year","ccode","carer","age","housing_costs","earnings","benefits","employment_status"
2017,"E08000012",3964,20,66.18003521777497,235.40376037207943,0.0,TrainingOrEmployment
2015,"E08000012",3965,18,65.20090241267978,0.0,0.0,OtherEd
2015,"E08000012",3966,18,65.20090241267978,0.0,54.5862758237418,NEET
2016,"E08000012",3966,19,66.15350807578886,0.0,55.38379845845334,NEET
2015,"E08000012",3967,18,65.20090241267978,0.0,0.0,OtherEd
2016,"E08000012",3967,19,66.15350807578886,0.0,0.0,OtherEd
2017,"E08000012",3967,20,66.18003521777497,0.0,0.0,OtherEd
2015,"E08000012",3968,18,65.20090241267978,0.0,54.5862758237418,NEET
2016,"E08000012",3968,19,66.15350807578886,0.0,55.38379845845334,NEET
2015,"E08000012",3970,18,65.20090241267978,0.0,0.0,OtherEd
2015,"E08000012",3971,18,65.20090241267978,0.0,0.0,OtherEd
2016,"E08000012",3971,19,66.15350807578886,0.0,0.0,OtherEd
2015,"E08000012",3972,18,65.20090241267978,0.0,0.0,OtherEd
2016,"E08000012",3972,19,66.15350807578886,0.0,0.0,OtherEd
2015,"E08000012",3973,18,65.20090241267978,0.0,54.5862758237418,NEET
2016,"E08000012",3973,19,66.15350807578886,0.0,55.38379845845334,NEET
2015,"E08000012",3977,18,65.20090241267978,0.0,0.0,OtherEd
2016,"E08000012",3977,19,66.15350807578886,0.0,0.0,OtherEd
2015,"E08000012",3978,18,65.20090241267978,231.920964639732,0.0,TrainingOrEmployment
2016,"E08000012",3978,19,66.15350807578886,235.3094027768484,0.0,TrainingOrEmployment
2017,"E08000012",3978,20,66.18003521777497,235.40376037207943,0.0,TrainingOrEmployment
2015,"E08000012",3979,18,65.20090241267978,231.920964639732,0.0,TrainingOrEmployment
2016,"E08000012",3979,19,66.15350807578886,235.3094027768484,0.0,TrainingOrEmployment
2017,"E08000012",3979,20,66.18003521777497,235.40376037207943,0.0,TrainingOrEmployment
2016,"E08000012",3980,18,65.22704756576739,232.01396349251402,0.0,TrainingOrEmployment
2016,"E08000012",3981,18,65.22704756576739,0.0,54.6081645781161,NEET
2017,"E08000012",3981,19,65.25320320289747,0.0,54.630062109743676,NEET
2016,"E08000012",3983,18,65.22704756576739,0.0,54.6081645781161,NEET
2017,"E08000012",3983,19,65.25320320289747,0.0,54.630062109743676,NEET
2016,"E08000012",3985,18,65.22704756576739,0.0,54.6081645781161,NEET
2017,"E08000012",3985,19,65.25320320289747,0.0,54.630062109743676,NEET
2016,"E08000012",3986,18,65.22704756576739,0.0,54.6081645781161,NEET
2016,"E08000012",3990,18,65.22704756576739,0.0,54.6081645781161,NEET
2017,"E08000012",3990,19,65.25320320289747,0.0,54.630062109743676,NEET
2018,"E08000012",3990,20,65.68365647465745,0.0,54.99043811915537,NEET
2016,"E08000012",3991,18,65.22704756576739,0.0,0.0,OtherEd
2017,"E08000012",3991,19,65.25320320289747,0.0,0.0,OtherEd
2018,"E08000012",3991,20,65.68365647465745,0.0,0.0,OtherEd
2016,"E08000012",3992,18,65.22704756576739,0.0,0.0,HigherEd
2016,"E08000012",3993,18,65.22704756576739,0.0,0.0,HigherEd
2017,"E08000012",3993,19,65.25320320289747,0.0,0.0,HigherEd
2018,"E08000012",3993,20,65.68365647465745,0.0,0.0,HigherEd
2016,"E08000012",3995,18,65.22704756576739,0.0,54.6081645781161,NEET
2016,"E08000012",3997,18,65.22704756576739,232.01396349251402,0.0,TrainingOrEmployment
2017,"E08000012",3997,19,65.25320320289747,232.10699963725295,0.0,TrainingOrEmployment
2018,"E08000012",3997,20,65.68365647465745,233.63813086895033,0.0,TrainingOrEmployment
2016,"E08000012",3999,18,65.22704756576739,0.0,0.0,OtherEd
2017,"E08000012",3999,19,65.25320320289747,0.0,0.0,OtherEd
2016,"E08000012",4000,18,65.22704756576739,0.0,54.6081645781161,NEET
2017,"E08000012",4000,19,65.25320320289747,0.0,54.630062109743676,NEET
2018,"E08000012",4000,20,65.68365647465745,0.0,54.99043811915537,NEET
2016,"E08000012",4001,18,65.22704756576739,232.01396349251402,0.0,TrainingOrEmployment
2016,"E08000012",4004,18,65.22704756576739,232.01396349251402,0.0,TrainingOrEmployment
2016,"E08000012",4006,18,65.22704756576739,0.0,54.6081645781161,NEET
2016,"E08000012",4008,18,65.22704756576739,0.0,0.0,OtherEd
2016,"E08000012",4009,18,65.22704756576739,232.01396349251402,0.0,TrainingOrEmployment
2017,"E08000012",4009,19,65.25320320289747,232.10699963725295,0.0,TrainingOrEmployment
2017,"E08000012",4010,18,65.65732829765156,0.0,54.9683961369312,NEET
2017,"E08000012",4011,18,65.65732829765156,233.544480996288,0.0,TrainingOrEmployment
2017,"E08000012",4012,18,65.65732829765156,0.0,0.0,OtherEd
2018,"E08000012",4012,19,66.09044744573177,0.0,0.0,OtherEd
2017,"E08000012",4013,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4013,19,66.09044744573177,0.0,55.331004021282396,NEET
2017,"E08000012",4014,18,65.65732829765156,233.544480996288,0.0,TrainingOrEmployment
2018,"E08000012",4014,19,66.09044744573177,235.08509480544853,0.0,TrainingOrEmployment
2019,"E08000012",4014,20,67.86374097643456,241.3927367400179,0.0,TrainingOrEmployment
2017,"E08000012",4016,18,65.65732829765156,233.544480996288,0.0,TrainingOrEmployment
2018,"E08000012",4016,19,66.09044744573177,235.08509480544853,0.0,TrainingOrEmployment
2017,"E08000012",4018,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4018,19,66.09044744573177,0.0,55.331004021282396,NEET
2019,"E08000012",4018,20,67.86374097643456,0.0,56.8156075497847,NEET
2017,"E08000012",4019,18,65.65732829765156,0.0,54.9683961369312,NEET
2017,"E08000012",4021,18,65.65732829765156,0.0,0.0,HigherEd
2018,"E08000012",4021,19,66.09044744573177,0.0,0.0,HigherEd
2017,"E08000012",4023,18,65.65732829765156,0.0,0.0,OtherEd
2018,"E08000012",4023,19,66.09044744573177,0.0,0.0,OtherEd
2017,"E08000012",4026,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4026,19,66.09044744573177,0.0,55.331004021282396,NEET
2019,"E08000012",4026,20,67.86374097643456,0.0,56.8156075497847,NEET
2017,"E08000012",4027,18,65.65732829765156,0.0,0.0,HigherEd
2018,"E08000012",4027,19,66.09044744573177,0.0,0.0,HigherEd
2017,"E08000012",4030,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4030,19,66.09044744573177,0.0,55.331004021282396,NEET
2017,"E08000012",4031,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4031,19,66.09044744573177,0.0,55.331004021282396,NEET
2019,"E08000012",4031,20,67.86374097643456,0.0,56.8156075497847,NEET
2017,"E08000012",4033,18,65.65732829765156,233.544480996288,0.0,TrainingOrEmployment
2017,"E08000012",4034,18,65.65732829765156,0.0,54.9683961369312,NEET
2017,"E08000012",4035,18,65.65732829765156,0.0,0.0,OtherEd
2018,"E08000012",4035,19,66.09044744573177,0.0,0.0,OtherEd
2019,"E08000012",4035,20,67.86374097643456,0.0,0.0,OtherEd
2017,"E08000012",4039,18,65.65732829765156,0.0,54.9683961369312,NEET
2018,"E08000012",4039,19,66.09044744573177,0.0,55.331004021282396,NEET
2018,"E08000012",4040,18,67.41900067260494,0.0,56.4432704195235,NEET
2018,"E08000012",4041,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4041,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4042,18,67.41900067260494,0.0,0.0,OtherEd
2019,"E08000012",4042,19,69.22794103175964,0.0,0.0,OtherEd
2020,"E08000012",4042,20,71.01462682701725,0.0,0.0,OtherEd
2018,"E08000012",4044,18,67.41900067260494,0.0,0.0,OtherEd
2019,"E08000012",4044,19,69.22794103175964,0.0,0.0,OtherEd
2018,"E08000012",4045,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4045,19,69.22794103175964,0.0,57.95771751672064,NEET
2020,"E08000012",4045,20,71.01462682701725,0.0,59.45353306560677,NEET
2018,"E08000012",4046,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4046,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4047,18,67.41900067260494,239.81078623839002,0.0,TrainingOrEmployment
2019,"E08000012",4047,19,69.22794103175964,246.24522468244007,0.0,TrainingOrEmployment
2018,"E08000012",4048,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4048,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4049,18,67.41900067260494,0.0,0.0,HigherEd
2019,"E08000012",4049,19,69.22794103175964,0.0,0.0,HigherEd
2018,"E08000012",4050,18,67.41900067260494,0.0,0.0,OtherEd
2019,"E08000012",4050,19,69.22794103175964,0.0,0.0,OtherEd
2018,"E08000012",4051,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4051,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4053,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4053,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4055,18,67.41900067260494,0.0,0.0,OtherEd
2019,"E08000012",4055,19,69.22794103175964,0.0,0.0,OtherEd
2018,"E08000012",4056,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4056,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4057,18,67.41900067260494,0.0,0.0,HigherEd
2019,"E08000012",4057,19,69.22794103175964,0.0,0.0,HigherEd
2020,"E08000012",4057,20,71.01462682701725,0.0,0.0,HigherEd
2018,"E08000012",4058,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4058,19,69.22794103175964,0.0,57.95771751672064,NEET
2020,"E08000012",4058,20,71.01462682701725,0.0,59.45353306560677,NEET
2018,"E08000012",4059,18,67.41900067260494,239.81078623839002,0.0,TrainingOrEmployment
2019,"E08000012",4059,19,69.22794103175964,246.24522468244007,0.0,TrainingOrEmployment
2018,"E08000012",4060,18,67.41900067260494,239.81078623839002,0.0,TrainingOrEmployment
2018,"E08000012",4061,18,67.41900067260494,239.81078623839002,0.0,TrainingOrEmployment
2019,"E08000012",4061,19,69.22794103175964,246.24522468244007,0.0,TrainingOrEmployment
2018,"E08000012",4062,18,67.41900067260494,0.0,56.4432704195235,NEET
2018,"E08000012",4063,18,67.41900067260494,0.0,0.0,OtherEd
2018,"E08000012",4064,18,67.41900067260494,0.0,56.4432704195235,NEET
2018,"E08000012",4065,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4065,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4067,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4067,19,69.22794103175964,0.0,57.95771751672064,NEET
2018,"E08000012",4069,18,67.41900067260494,0.0,56.4432704195235,NEET
2019,"E08000012",4069,19,69.22794103175964,0.0,57.95771751672064,NEET
2020,"E08000012",4069,20,71.01462682701725,0.0,59.45353306560677,NEET
2019,"E08000012",4071,18,69.159,0.0,57.9,NEET
2020,"E08000012",4071,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4072,18,69.159,0.0,57.9,NEET
2020,"E08000012",4072,19,70.94390651422862,0.0,59.39432593261667,NEET
2021,"E08000012",4072,20,72.39793500223146,0.0,60.611640374054005,NEET
2019,"E08000012",4073,18,69.159,0.0,0.0,OtherEd
2019,"E08000012",4074,18,69.159,246.0,0.0,TrainingOrEmployment
2019,"E08000012",4075,18,69.159,0.0,0.0,OtherEd
2019,"E08000012",4076,18,69.159,0.0,57.9,NEET
2020,"E08000012",4076,19,70.94390651422862,0.0,59.39432593261667,NEET
2021,"E08000012",4076,20,72.39793500223146,0.0,60.611640374054005,NEET
2019,"E08000012",4077,18,69.159,0.0,57.9,NEET
2020,"E08000012",4077,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4078,18,69.159,0.0,0.0,OtherEd
2019,"E08000012",4080,18,69.159,0.0,0.0,OtherEd
2020,"E08000012",4080,19,70.94390651422862,0.0,0.0,OtherEd
2021,"E08000012",4080,20,72.39793500223146,0.0,0.0,OtherEd
2019,"E08000012",4081,18,69.159,246.0,0.0,TrainingOrEmployment
2020,"E08000012",4081,19,70.94390651422862,252.34894955826772,0.0,TrainingOrEmployment
2019,"E08000012",4082,18,69.159,0.0,57.9,NEET
2020,"E08000012",4082,19,70.94390651422862,0.0,59.39432593261667,NEET
2021,"E08000012",4082,20,72.39793500223146,0.0,60.611640374054005,NEET
2019,"E08000012",4083,18,69.159,0.0,0.0,HigherEd
2019,"E08000012",4085,18,69.159,0.0,57.9,NEET
2020,"E08000012",4085,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4086,18,69.159,0.0,0.0,OtherEd
2020,"E08000012",4086,19,70.94390651422862,0.0,0.0,OtherEd
2019,"E08000012",4089,18,69.159,0.0,57.9,NEET
2020,"E08000012",4089,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4090,18,69.159,0.0,57.9,NEET
2020,"E08000012",4090,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4091,18,69.159,0.0,0.0,OtherEd
2020,"E08000012",4091,19,70.94390651422862,0.0,0.0,OtherEd
2021,"E08000012",4091,20,72.39793500223146,0.0,0.0,OtherEd
2019,"E08000012",4092,18,69.159,246.0,0.0,TrainingOrEmployment
2020,"E08000012",4092,19,70.94390651422862,252.34894955826772,0.0,TrainingOrEmployment
2019,"E08000012",4094,18,69.159,0.0,57.9,NEET
2020,"E08000012",4094,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4095,18,69.159,0.0,57.9,NEET
2020,"E08000012",4095,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4096,18,69.159,0.0,57.9,NEET
2020,"E08000012",4096,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4099,18,69.159,0.0,57.9,NEET
2020,"E08000012",4099,19,70.94390651422862,0.0,59.39432593261667,NEET
2019,"E08000012",4101,18,69.159,0.0,57.9,NEET
2020,"E08000012",4101,19,70.94390651422862,0.0,59.39432593261667,NEET
2021,"E08000012",4101,20,72.39793500223146,0.0,60.611640374054005,NEET
2020,"E08000012",4102,18,70.57644599561375,0.0,0.0,HigherEd
2020,"E08000012",4106,18,70.57644599561375,0.0,0.0,OtherEd
2021,"E08000012",4106,19,72.0229432087188,0.0,0.0,OtherEd
2022,"E08000012",4106,20,73.4427137033458,0.0,0.0,OtherEd
2020,"E08000012",4107,18,70.57644599561375,0.0,59.0866875337416,NEET
2021,"E08000012",4107,19,72.0229432087188,0.0,60.2976967825564,NEET
2020,"E08000012",4110,18,70.57644599561375,0.0,0.0,OtherEd
2021,"E08000012",4110,19,72.0229432087188,0.0,0.0,OtherEd
2022,"E08000012",4110,20,73.4427137033458,0.0,0.0,OtherEd
2020,"E08000012",4111,18,70.57644599561375,251.041884858384,0.0,TrainingOrEmployment
2021,"E08000012",4111,19,72.0229432087188,256.1871055010168,0.0,TrainingOrEmployment
2020,"E08000012",4112,18,70.57644599561375,251.041884858384,0.0,TrainingOrEmployment
2021,"E08000012",4112,19,72.0229432087188,256.1871055010168,0.0,TrainingOrEmployment
2020,"E08000012",4113,18,70.57644599561375,0.0,59.0866875337416,NEET
2021,"E08000012",4113,19,72.0229432087188,0.0,60.2976967825564,NEET
2022,"E08000012",4113,20,73.4427137033458,0.0,61.48633038973556,NEET
2020,"E08000012",4116,18,70.57644599561375,251.041884858384,0.0,TrainingOrEmployment
2021,"E08000012",4116,19,72.0229432087188,256.1871055010168,0.0,TrainingOrEmployment
2020,"E08000012",4118,18,70.57644599561375,251.041884858384,0.0,TrainingOrEmployment
2021,"E08000012",4118,19,72.0229432087188,256.1871055010168,0.0,TrainingOrEmployment
2020,"E08000012",4120,18,70.57644599561375,0.0,59.0866875337416,NEET
2021,"E08000012",4120,19,72.0229432087188,0.0,60.2976967825564,NEET
2020,"E08000012",4121,18,70.57644599561375,0.0,0.0,OtherEd
2021,"E08000012",4121,19,72.0229432087188,0.0,0.0,OtherEd
2020,"E08000012",4124,18,70.57644599561375,0.0,59.0866875337416,NEET
2021,"E08000012",4124,19,72.0229432087188,0.0,60.2976967825564,NEET
2020,"E08000012",4126,18,70.57644599561375,0.0,0.0,HigherEd
2021,"E08000012",4126,19,72.0229432087188,0.0,0.0,HigherEd
2020,"E08000012",4127,18,70.57644599561375,0.0,0.0,OtherEd
2021,"E08000012",4127,19,72.0229432087188,0.0,0.0,OtherEd
2020,"E08000012",4128,18,70.57644599561375,251.041884858384,0.0,TrainingOrEmployment
2021,"E08000012",4128,19,72.0229432087188,256.1871055010168,0.0,TrainingOrEmployment
2020,"E08000012",4131,18,70.57644599561375,0.0,0.0,OtherEd
2020,"E08000012",4132,18,70.57644599561375,0.0,59.0866875337416,NEET
2021,"E08000012",4132,19,72.0229432087188,0.0,60.2976967825564,NEET
2021,"E08000012",4133,18,71.9677020478668,0.0,0.0,HigherEd
2022,"E08000012",4133,19,73.3863835871308,0.0,0.0,HigherEd
2023,"E08000012",4133,20,74.94396847310966,0.0,0.0,HigherEd
2021,"E08000012",4138,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4138,19,73.3863835871308,0.0,61.43917074704482,NEET
2023,"E08000012",4138,20,74.94396847310966,0.0,62.74318273244335,NEET
2021,"E08000012",4139,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4139,19,73.3863835871308,0.0,61.43917074704482,NEET
2023,"E08000012",4139,20,74.94396847310966,0.0,62.74318273244335,NEET
2021,"E08000012",4141,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4141,19,73.3863835871308,0.0,61.43917074704482,NEET
2021,"E08000012",4142,18,71.9677020478668,255.99061154405402,0.0,TrainingOrEmployment
2021,"E08000012",4143,18,71.9677020478668,0.0,60.2514488146371,NEET
2021,"E08000012",4144,18,71.9677020478668,0.0,60.2514488146371,NEET
2021,"E08000012",4146,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4146,19,73.3863835871308,0.0,61.43917074704482,NEET
2023,"E08000012",4146,20,74.94396847310966,0.0,62.74318273244335,NEET
2021,"E08000012",4152,18,71.9677020478668,255.99061154405402,0.0,TrainingOrEmployment
2021,"E08000012",4153,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4153,19,73.3863835871308,0.0,61.43917074704482,NEET
2023,"E08000012",4153,20,74.94396847310966,0.0,62.74318273244335,NEET
2021,"E08000012",4154,18,71.9677020478668,0.0,60.2514488146371,NEET
2021,"E08000012",4158,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4158,19,73.3863835871308,0.0,61.43917074704482,NEET
2021,"E08000012",4159,18,71.9677020478668,0.0,0.0,OtherEd
2022,"E08000012",4159,19,73.3863835871308,0.0,0.0,OtherEd
2021,"E08000012",4162,18,71.9677020478668,0.0,60.2514488146371,NEET
2022,"E08000012",4162,19,73.3863835871308,0.0,61.43917074704482,NEET
2023,"E08000012",4162,20,74.94396847310966,0.0,62.74318273244335,NEET
2022,"E08000012",4164,18,73.49517621281592,0.0,61.5302520672948,NEET
2022,"E08000012",4165,18,73.49517621281592,0.0,0.0,OtherEd
2022,"E08000012",4166,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4166,19,75.05507016133733,0.0,62.83619720269858,NEET
2022,"E08000012",4167,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4167,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4167,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4168,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4168,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4168,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4169,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4169,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4169,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4170,18,73.49517621281592,0.0,0.0,OtherEd
2022,"E08000012",4171,18,73.49517621281592,0.0,0.0,OtherEd
2022,"E08000012",4172,18,73.49517621281592,0.0,61.5302520672948,NEET
2022,"E08000012",4173,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4173,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2022,"E08000012",4174,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4174,19,75.05507016133733,0.0,62.83619720269858,NEET
2022,"E08000012",4177,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4177,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4177,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4178,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4178,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4178,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4180,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4180,19,75.05507016133733,0.0,62.83619720269858,NEET
2022,"E08000012",4181,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4181,19,75.05507016133733,0.0,62.83619720269858,NEET
2022,"E08000012",4182,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4182,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2022,"E08000012",4183,18,73.49517621281592,0.0,61.5302520672948,NEET
2023,"E08000012",4183,19,75.05507016133733,0.0,62.83619720269858,NEET
2024,"E08000012",4183,20,76.61748810043784,0.0,64.14425542612459,NEET
2022,"E08000012",4184,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4184,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2022,"E08000012",4185,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2022,"E08000012",4188,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4188,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2022,"E08000012",4190,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4190,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2024,"E08000012",4190,20,76.61748810043784,272.5299971472651,0.0,TrainingOrEmployment
2022,"E08000012",4191,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4191,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2022,"E08000012",4192,18,73.49517621281592,0.0,0.0,OtherEd
2023,"E08000012",4192,19,75.05507016133733,0.0,0.0,OtherEd
2022,"E08000012",4193,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4193,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2024,"E08000012",4193,20,76.61748810043784,272.5299971472651,0.0,TrainingOrEmployment
2022,"E08000012",4194,18,73.49517621281592,0.0,0.0,HigherEd
2023,"E08000012",4194,19,75.05507016133733,0.0,0.0,HigherEd
2022,"E08000012",4195,18,73.49517621281592,261.423868886952,0.0,TrainingOrEmployment
2023,"E08000012",4195,19,75.05507016133733,266.9724440736416,0.0,TrainingOrEmployment
2023,"E08000012",4197,18,75.02512191142654,0.0,0.0,HigherEd
2024,"E08000012",4197,19,76.58691641918783,0.0,0.0,HigherEd
2023,"E08000012",4200,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4200,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2025,"E08000012",4200,20,78.14550551087854,277.9651868256644,0.0,TrainingOrEmployment
2023,"E08000012",4201,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4201,19,76.58691641918783,0.0,64.11866077691948,NEET
2025,"E08000012",4201,20,78.14550551087854,0.0,65.42351348457709,NEET
2023,"E08000012",4203,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4203,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2023,"E08000012",4204,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4204,19,76.58691641918783,0.0,64.11866077691948,NEET
2023,"E08000012",4205,18,75.02512191142654,0.0,0.0,OtherEd
2024,"E08000012",4205,19,76.58691641918783,0.0,0.0,OtherEd
2025,"E08000012",4205,20,78.14550551087854,0.0,0.0,OtherEd
2023,"E08000012",4207,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2023,"E08000012",4208,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4208,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2023,"E08000012",4209,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4209,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2023,"E08000012",4210,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4210,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2025,"E08000012",4210,20,78.14550551087854,277.9651868256644,0.0,TrainingOrEmployment
2023,"E08000012",4211,18,75.02512191142654,0.0,0.0,OtherEd
2024,"E08000012",4211,19,76.58691641918783,0.0,0.0,OtherEd
2023,"E08000012",4213,18,75.02512191142654,266.865917526438,0.0,TrainingOrEmployment
2024,"E08000012",4213,19,76.58691641918783,272.4212530418341,0.0,TrainingOrEmployment
2023,"E08000012",4214,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4214,19,76.58691641918783,0.0,64.11866077691948,NEET
2023,"E08000012",4215,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4215,19,76.58691641918783,0.0,64.11866077691948,NEET
2023,"E08000012",4217,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4217,19,76.58691641918783,0.0,64.11866077691948,NEET
2023,"E08000012",4220,18,75.02512191142654,0.0,0.0,HigherEd
2024,"E08000012",4220,19,76.58691641918783,0.0,0.0,HigherEd
2023,"E08000012",4221,18,75.02512191142654,0.0,0.0,OtherEd
2024,"E08000012",4221,19,76.58691641918783,0.0,0.0,OtherEd
2025,"E08000012",4221,20,78.14550551087854,0.0,0.0,OtherEd
2023,"E08000012",4224,18,75.02512191142654,0.0,62.8111244909787,NEET
2024,"E08000012",4224,19,76.58691641918783,0.0,64.11866077691948,NEET
2023,"E08000012",4225,18,75.02512191142654,0.0,0.0,HigherEd
2024,"E08000012",4225,19,76.58691641918783,0.0,0.0,HigherEd
2023,"E08000012",4227,18,75.02512191142654,0.0,0.0,HigherEd
2024,"E08000012",4227,19,76.58691641918783,0.0,0.0,HigherEd
2025,"E08000012",4227,20,78.14550551087854,0.0,0.0,HigherEd
2024,"E08000012",4230,18,76.55192756023861,272.296796943546,0.0,TrainingOrEmployment
2025,"E08000012",4230,19,78.10980460793488,277.838197972093,0.0,TrainingOrEmployment
2026,"E08000012",4230,20,79.69938537593121,283.4923697924938,0.0,TrainingOrEmployment
2024,"E08000012",4231,18,76.55192756023861,0.0,0.0,OtherEd
2025,"E08000012",4231,19,78.10980460793488,0.0,0.0,OtherEd
2024,"E08000012",4232,18,76.55192756023861,272.296796943546,0.0,TrainingOrEmployment
2025,"E08000012",4232,19,78.10980460793488,277.838197972093,0.0,TrainingOrEmployment
2026,"E08000012",4232,20,79.69938537593121,283.4923697924938,0.0,TrainingOrEmployment
